sample	STARGenomeName	R1	R2	Strandedness	old.sample.name	Experiment	cell.type	libType	Treatment	dose.nM	rep	color	ExperimentAlias
4_LCL_polyA_WA07_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-B1_S57_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-B1_S57_R2_001.fastq.gz	RF	NewMolecule.A07-2	4	LCL	polyA	WA07	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WA08_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-A1_S1_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-A1_S1_R2_001.fastq.gz	RF	NewMolecule.A08-1	4	LCL	polyA	WA08	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WA08_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-A1_S56_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-A1_S56_R2_001.fastq.gz	RF	NewMolecule.A08-2	4	LCL	polyA	WA08	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WA09_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-H5_S40_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-H5_S40_R2_001.fastq.gz	RF	NewMolecule.A09-1	4	LCL	polyA	WA09	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WA09_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-H5_S95_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-H5_S95_R2_001.fastq.gz	RF	NewMolecule.A09-2	4	LCL	polyA	WA09	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WA10_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-G5_S39_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-G5_S39_R2_001.fastq.gz	RF	NewMolecule.A10-1	4	LCL	polyA	WA10	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WA10_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-G5_S94_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-G5_S94_R2_001.fastq.gz	RF	NewMolecule.A10-2	4	LCL	polyA	WA10	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WA11_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-F5_S38_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-F5_S38_R2_001.fastq.gz	RF	NewMolecule.A11-1	4	LCL	polyA	WA11	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WA11_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-F5_S93_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-F5_S93_R2_001.fastq.gz	RF	NewMolecule.A11-2	4	LCL	polyA	WA11	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WA12_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-E5_S37_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-E5_S37_R2_001.fastq.gz	RF	NewMolecule.A12-1	4	LCL	polyA	WA12	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WA12_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-E5_S92_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-E5_S92_R2_001.fastq.gz	RF	NewMolecule.A12-2	4	LCL	polyA	WA12	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WB01_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-H2_S16_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-H2_S16_R2_001.fastq.gz	RF	NewMolecule.B01-1	4	LCL	polyA	WB01	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WB01_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-H2_S71_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-H2_S71_R2_001.fastq.gz	RF	NewMolecule.B01-2	4	LCL	polyA	WB01	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WB02_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-G2_S15_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-G2_S15_R2_001.fastq.gz	RF	NewMolecule.B02-1	4	LCL	polyA	WB02	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WB02_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-G2_S70_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-G2_S70_R2_001.fastq.gz	RF	NewMolecule.B02-2	4	LCL	polyA	WB02	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WB03_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-F2_S14_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-F2_S14_R2_001.fastq.gz	RF	NewMolecule.B03-1	4	LCL	polyA	WB03	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WB03_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-F2_S69_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-F2_S69_R2_001.fastq.gz	RF	NewMolecule.B03-2	4	LCL	polyA	WB03	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WB04_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-E2_S13_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-E2_S13_R2_001.fastq.gz	RF	NewMolecule.B04-1	4	LCL	polyA	WB04	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WB04_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-E2_S68_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-E2_S68_R2_001.fastq.gz	RF	NewMolecule.B04-2	4	LCL	polyA	WB04	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WB05_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-D2_S12_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-D2_S12_R2_001.fastq.gz	RF	NewMolecule.B05-1	4	LCL	polyA	WB05	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WB05_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-D2_S67_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-D2_S67_R2_001.fastq.gz	RF	NewMolecule.B05-2	4	LCL	polyA	WB05	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WB06_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-C2_S11_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-C2_S11_R2_001.fastq.gz	RF	NewMolecule.B06-1	4	LCL	polyA	WB06	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WB06_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-C2_S66_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-C2_S66_R2_001.fastq.gz	RF	NewMolecule.B06-2	4	LCL	polyA	WB06	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WB07_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-B2_S10_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-B2_S10_R2_001.fastq.gz	RF	NewMolecule.B07-1	4	LCL	polyA	WB07	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WB07_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-B2_S65_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-B2_S65_R2_001.fastq.gz	RF	NewMolecule.B07-2	4	LCL	polyA	WB07	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WB08_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-A2_S9_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-A2_S9_R2_001.fastq.gz	RF	NewMolecule.B08-1	4	LCL	polyA	WB08	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WB08_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-A2_S64_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-A2_S64_R2_001.fastq.gz	RF	NewMolecule.B08-2	4	LCL	polyA	WB08	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WB09_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-D5_S36_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-D5_S36_R2_001.fastq.gz	RF	NewMolecule.B09-1	4	LCL	polyA	WB09	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WB09_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-D5_S91_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-D5_S91_R2_001.fastq.gz	RF	NewMolecule.B09-2	4	LCL	polyA	WB09	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WB10_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-C5_S35_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-C5_S35_R2_001.fastq.gz	RF	NewMolecule.B10-1	4	LCL	polyA	WB10	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WB10_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-C5_S90_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-C5_S90_R2_001.fastq.gz	RF	NewMolecule.B10-2	4	LCL	polyA	WB10	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WB11_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-B5_S34_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-B5_S34_R2_001.fastq.gz	RF	NewMolecule.B11-1	4	LCL	polyA	WB11	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WB11_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-B5_S89_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-B5_S89_R2_001.fastq.gz	RF	NewMolecule.B11-2	4	LCL	polyA	WB11	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WB12_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-A5_S33_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-A5_S33_R2_001.fastq.gz	RF	NewMolecule.B12-1	4	LCL	polyA	WB12	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WB12_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-A5_S88_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-A5_S88_R2_001.fastq.gz	RF	NewMolecule.B12-2	4	LCL	polyA	WB12	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WC01_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-H3_S24_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-H3_S24_R2_001.fastq.gz	RF	NewMolecule.C01-1	4	LCL	polyA	WC01	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WC01_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-H3_S79_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-H3_S79_R2_001.fastq.gz	RF	NewMolecule.C01-2	4	LCL	polyA	WC01	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WC02_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-G3_S23_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-G3_S23_R2_001.fastq.gz	RF	NewMolecule.C02-1	4	LCL	polyA	WC02	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WC02_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-G3_S78_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-G3_S78_R2_001.fastq.gz	RF	NewMolecule.C02-2	4	LCL	polyA	WC02	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WC03_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-F3_S22_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-F3_S22_R2_001.fastq.gz	RF	NewMolecule.C03-1	4	LCL	polyA	WC03	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WC03_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-F3_S77_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-F3_S77_R2_001.fastq.gz	RF	NewMolecule.C03-2	4	LCL	polyA	WC03	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WC04_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-E3_S21_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-E3_S21_R2_001.fastq.gz	RF	NewMolecule.C04-1	4	LCL	polyA	WC04	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WC04_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-E3_S76_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-E3_S76_R2_001.fastq.gz	RF	NewMolecule.C04-2	4	LCL	polyA	WC04	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WC05_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-D3_S20_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-D3_S20_R2_001.fastq.gz	RF	NewMolecule.C05-1	4	LCL	polyA	WC05	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WC05_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-D3_S75_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-D3_S75_R2_001.fastq.gz	RF	NewMolecule.C05-2	4	LCL	polyA	WC05	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WC06_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-C3_S19_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-C3_S19_R2_001.fastq.gz	RF	NewMolecule.C06-1	4	LCL	polyA	WC06	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WC06_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-C3_S74_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-C3_S74_R2_001.fastq.gz	RF	NewMolecule.C06-2	4	LCL	polyA	WC06	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WC07_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-B3_S18_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-B3_S18_R2_001.fastq.gz	RF	NewMolecule.C07-1	4	LCL	polyA	WC07	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WC07_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-B3_S73_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-B3_S73_R2_001.fastq.gz	RF	NewMolecule.C07-2	4	LCL	polyA	WC07	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WC08_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-A3_S17_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-A3_S17_R2_001.fastq.gz	RF	NewMolecule.C08-1	4	LCL	polyA	WC08	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WC08_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-A3_S72_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-A3_S72_R2_001.fastq.gz	RF	NewMolecule.C08-2	4	LCL	polyA	WC08	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WC09_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-H6_S48_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-H6_S48_R2_001.fastq.gz	RF	NewMolecule.C09-1	4	LCL	polyA	WC09	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WC09_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-H6_S103_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-H6_S103_R2_001.fastq.gz	RF	NewMolecule.C09-2	4	LCL	polyA	WC09	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WC10_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-G6_S47_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-G6_S47_R2_001.fastq.gz	RF	NewMolecule.C10-1	4	LCL	polyA	WC10	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WC10_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-G6_S102_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-G6_S102_R2_001.fastq.gz	RF	NewMolecule.C10-2	4	LCL	polyA	WC10	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WC11_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-F6_S46_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-F6_S46_R2_001.fastq.gz	RF	NewMolecule.C11-1	4	LCL	polyA	WC11	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WC11_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-F6_S101_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-F6_S101_R2_001.fastq.gz	RF	NewMolecule.C11-2	4	LCL	polyA	WC11	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WC12_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-E6_S45_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-E6_S45_R2_001.fastq.gz	RF	NewMolecule.C12-1	4	LCL	polyA	WC12	NA	1	#252525	Single high dose LCL
